timestamp,latitude,longitude,altitude,status_status,status_service
1573567248.7057638,42.35838664,-71.09451359666667,-21.841,2,1
1573567248.9218826,42.35838864,-71.09451282333333,-21.87,2,1
1573567249.1153584,42.358391045,-71.09451204166666,-21.881,2,1
1573567249.3174531,42.358393325,-71.09451162333333,-21.854,2,1
1573567249.5196652,42.35839535,-71.09451120833333,-21.843,2,1
1573567249.711561,42.35839724833333,-71.09451074833333,-21.841,2,1
1573567249.9236143,42.35839923,-71.094510025,-21.849,2,1
1573567250.1155846,42.35840136833333,-71.09450901166667,-21.884999999999998,2,1
1573567250.3176556,42.358403446666664,-71.09450781333334,-21.902,2,1
1573567250.5196702,42.358405346666665,-71.094507185,-21.855,2,1
1573567250.7213924,42.35840753,-71.09450621833334,-21.873,2,1
1573567250.923699,42.35840919166667,-71.09450526833334,-21.869,2,1
1573567251.125715,42.35841085333333,-71.09450408166667,-21.863,2,1
1573567251.3177836,42.35841287833333,-71.09450243833334,-21.871000000000002,2,1
1573567251.5197847,42.358414796666665,-71.09450084166667,-21.887,2,1
1573567251.711921,42.358416895,-71.09449967166667,-21.868000000000002,2,1
1573567251.9240675,42.35841892333333,-71.09449827333333,-21.896,2,1
1573567252.126189,42.35842079,-71.09449676333334,-21.886,2,1
1573567252.3183124,42.35842255666667,-71.09449521666667,-21.896,2,1
1573567252.5202796,42.35842474,-71.09449324833334,-21.925,2,1
1573567252.7222779,42.35842675666667,-71.094491395,-21.909,2,1
1573567252.924381,42.35842876,-71.09448964833334,-21.922,2,1
1573567253.1265676,42.358430405,-71.09448773,-21.94,2,1
1573567253.318616,42.35843183666667,-71.09448558166666,-21.977,2,1
1573567253.5205538,42.35843329666667,-71.09448306166666,-22.014,2,1
1573567253.7220626,42.35843484833333,-71.09448084166667,-21.971,2,1
1573567253.9242465,42.358436415,-71.094478555,-21.994,2,1
1573567254.1261406,42.358438013333334,-71.09447651666666,-22.018,2,1
1573567254.3283417,42.35843933,-71.09447441833333,-21.974,2,1
1573567254.520447,42.358440771666665,-71.09447187333333,-22.012999999999998,2,1
1573567254.7225747,42.35844230666667,-71.09446907833333,-22.03,2,1
1573567254.9247198,42.35844377,-71.09446657333334,-22.009999999999998,2,1
1573567255.1268883,42.358445376666666,-71.09446437833333,-22.017,2,1
1573567255.3189173,42.35844685,-71.09446212166667,-22.034,2,1
1573567255.5209424,42.358448313333334,-71.09445983166667,-22.036,2,1
1573567255.7229154,42.35844999166667,-71.09445706,-22.059,2,1
1573567255.9148138,42.358451875,-71.09445437166667,-22.046,2,1
1573567256.1271293,42.35845367333334,-71.09445220666667,-22.032,2,1
1573567256.319166,42.358455688333336,-71.09444994666667,-22.05,2,1
1573567256.5211668,42.358457265,-71.09444789333334,-22.035,2,1
1573567256.7232058,42.35845905833333,-71.09444533333334,-22.083,2,1
1573567256.9151216,42.358460883333336,-71.09444289666666,-22.063000000000002,2,1
1573567257.1272116,42.358462808333336,-71.09444046666667,-22.056,2,1
1573567257.3292892,42.35846491833333,-71.09443823166667,-22.076999999999998,2,1
1573567257.5211442,42.358466695,-71.094436075,-22.078,2,1
1573567257.7232509,42.358468225,-71.09443386666666,-22.08,2,1
1573567257.9252744,42.358469945,-71.09443136666667,-22.095,2,1
1573567258.1272967,42.35847151833333,-71.09441972333333,-23.352,2,1
1573567258.319276,42.358473458333336,-71.09441721,-23.392,2,1
1573567258.5212843,42.35847529,-71.0944152,-23.402,2,1
1573567258.7234707,42.35847753,-71.09442227333334,-22.165,0,1
1573567258.9317074,42.35847907833333,-71.094420865,-22.205,0,1
1573567259.1337986,42.358480235,-71.09440851833334,-23.412,2,1
1573567259.3158529,42.35848222,-71.094406525,-23.377,2,1
1573567259.5481336,42.358484368333336,-71.09440472333333,-23.381,2,1
1573567259.7400112,42.35848639,-71.09440272666667,-23.404,2,1
1573567259.9320478,42.35848800833333,-71.09440086833334,-23.386,2,1
1573567260.113965,42.358489866666666,-71.09439857333334,-23.408,2,1
1573567260.316092,42.35849194,-71.09439632833333,-23.43,2,1
1573567260.5182965,42.35849495666667,-71.09440279666667,-22.133,2,1
1573567260.710377,42.35849699166667,-71.09440131333334,-22.116,2,1
1573567260.9024382,42.35849881666667,-71.09439947666667,-22.081,2,1
1573567261.1145308,42.358501071666666,-71.09439686666667,-22.244,2,1
1573567261.316719,42.35850305333334,-71.09439501833333,-22.218,2,1
1573567261.5188012,42.3585053,-71.09439312166667,-22.155,2,1
1573567261.7108386,42.35850722833333,-71.094392145,-22.122,2,1
1573567261.9130104,42.35850962,-71.09438950166667,-22.15,2,1
1573567262.1152885,42.358511455,-71.09438782833334,-22.156,2,1
1573567262.3072455,42.358512185,-71.09437749166666,-23.490000000000002,2,1
1573567262.5094247,42.3585159,-71.094382415,-22.286,2,1
1573567262.7116127,42.358518016666665,-71.094381865,-22.173000000000002,2,1
1573567262.9137285,42.358519308333335,-71.09438154333333,-22.118000000000002,2,1
1573567263.115781,42.35852024333333,-71.09437015833333,-23.489,2,1
1573567263.3178725,42.358523635,-71.09437600166666,-22.221,2,1
1573567263.5099144,42.358525576666665,-71.09437422666667,-22.211,2,1
1573567263.712156,42.35852742,-71.09437187,-22.212,2,1
1573567263.941143,42.35852793833333,-71.09436212333334,-23.507,2,1
1573567264.102866,42.35853117166667,-71.09436760333334,-22.255,2,1
1573567264.315142,42.358532741666664,-71.094365335,-22.272,2,1
1573567264.5070953,42.35853430666667,-71.09436306333333,-22.292,2,1
1573567264.7092035,42.35853619833333,-71.09436026333333,-22.255,2,1
1573567264.911323,42.35853832833333,-71.09435821333334,-22.299,2,1
1573567265.113436,42.35853842,-71.09434854166666,-23.572,2,1
1573567265.3154285,42.358541491666664,-71.094354015,-22.178,2,1
1573567265.5175045,42.35854328666667,-71.09435149833334,-22.231,2,1
1573567265.7093377,42.358545445,-71.09434886,-22.259,2,1
1573567265.9115193,42.358547431666665,-71.09434631333333,-22.351,2,1
1573567266.1136396,42.35854939,-71.094344705,-22.291,2,1
1573567266.3158073,42.358551303333336,-71.09434219666667,-22.197,2,1
1573567266.5178478,42.35855225,-71.094340155,-22.257,2,1
1573567266.7197742,42.358554008333336,-71.09433707166667,-22.453,2,1
1573567266.9118605,42.358556025,-71.09433450666667,-22.302,2,1
1573567267.1138656,42.35855696,-71.09433177,-22.433,2,1
1573567267.3057675,42.35855943666667,-71.09432965833334,-22.476,2,1
1573567267.507697,42.35856172,-71.094327,-22.641,0,1
1573567267.709826,42.35856290666667,-71.09432417,-22.573999999999998,2,1
1573567267.9221618,42.358564281666666,-71.09432103166667,-22.738,2,1
1573567268.114145,42.35856579166666,-71.09431922833333,-22.478,2,1
1573567268.3060906,42.358566615,-71.09431706166667,-22.39,2,1
1573567268.5082278,42.358567013333335,-71.09431508166666,-22.081,2,1
1573567268.709961,42.358571035,-71.09431260333334,-22.538,2,1
1573567268.9120517,42.35857274,-71.09430995,-22.653,0,1
1573567269.2251306,42.35857426333333,-71.09430692666666,-22.811,0,1
1573567269.2958286,42.358575525,-71.094303875,-23.009999999999998,2,1
1573567269.4978642,42.3585781,-71.09430130833333,-23.406,2,1
1573567269.7100503,42.358579903333336,-71.0942991,-23.685000000000002,2,1
1573567269.9120498,42.35858025,-71.09429782166667,-22.939,2,1
1573567270.1445045,42.35858237833333,-71.09429523666667,-23.061,0,1
1573567270.3061402,42.35858487666667,-71.09429309666666,-23.095,0,1
1573567270.508149,42.35858903166667,-71.09429176,-22.848,2,1
1573567270.7103884,42.358588768333334,-71.094288205,-23.069,2,1
1573567270.912418,42.358590643333336,-71.09428620833333,-23.251,2,1
1573567271.1346905,42.35859212,-71.094283855,-23.282,0,1
1573567271.316619,42.35859337833333,-71.09428077666666,-23.387999999999998,0,1
1573567271.5087214,42.35859609,-71.094278295,-23.474,2,1
1573567271.7105076,42.35859699666667,-71.09427631333334,-23.369,2,1
1573567271.902606,42.358598443333335,-71.09427385333333,-23.413,2,1
1573567272.104744,42.358599685,-71.094271595,-23.35,2,1
1573567272.3067708,42.35860138666666,-71.09426820666667,-23.344,2,1
1573567272.5190647,42.35860315666667,-71.09426593166667,-23.335,2,1
1573567272.7011678,42.358604471666666,-71.09426344333333,-23.261,2,1
1573567272.9390676,42.358605553333334,-71.094261225,-23.151,0,1
1573567273.100811,42.358606355,-71.09425888833333,-23.02,0,1
1573567273.3029523,42.35860701666667,-71.09425610166667,-22.733,2,1
1573567273.535348,42.358607315,-71.094253665,-22.311,0,1
1573567273.6971018,42.358609433333335,-71.09425132333334,-21.909,2,1
1573567273.899143,42.358610371666664,-71.09424984,-21.755,0,1
1573567274.1012306,42.35861091,-71.09424804666666,-21.377,0,1
1573567274.3033192,42.358610811666665,-71.094247415,-20.659,2,1
1573567274.515633,42.358615576666665,-71.094241885,-22.059,2,1
1573567274.7073061,42.35861693,-71.094239695,-21.911,2,1
1573567274.9295952,42.358618995,-71.094237165,-21.931,2,1
1573567275.1315556,42.35862126166667,-71.09423422166667,-22.246000000000002,2,1
1573567275.303361,42.358622275,-71.09423277333333,-22.036,2,1
1573567275.5055113,42.358623478333335,-71.09423085333333,-22.067,2,1
1573567275.7075803,42.358625295,-71.09422921333334,-21.973,2,1
1573567275.9399364,42.35862722,-71.09422743166667,-22.037,0,1
1573567276.1116867,42.35862939166667,-71.09422571666667,-22.134,0,1
1573567276.303668,42.35863119,-71.09422412666666,-22.240000000000002,2,1
1573567276.5057764,42.35863379166667,-71.09422172333333,-22.623,2,1
1573567276.70768,42.358635326666665,-71.094222085,-22.315,2,1
1573567276.909773,42.358637546666664,-71.094212655,-22.037,2,1
1573567277.1117072,42.35863994333333,-71.09421228166667,-22.264,2,1
1573567277.3037698,42.358641688333336,-71.09421213833333,-22.180999999999997,2,1
1573567277.515947,42.35864334666667,-71.09420948666667,-22.122,2,1
1573567277.7076585,42.358645753333334,-71.0942074,-22.168,2,1
1573567277.909699,42.358647705,-71.094206125,-22.113,2,1
1573567278.101754,42.358650231666665,-71.09420402,-22.104999999999997,2,1
1573567278.3034308,42.358652678333335,-71.09420184833333,-22.13,2,1
1573567278.5055225,42.35865489333333,-71.09419988,-22.076999999999998,2,1
1573567278.7479844,42.35865742,-71.09419841166667,-22.055,0,1
1573567278.9400587,42.35866018666667,-71.09419692666667,-21.996,0,1
1573567279.1422992,42.35866257833333,-71.09419454,-21.991,0,1
1573567279.303891,42.35866213333333,-71.09419544166667,-21.53,2,1
1573567279.5060198,42.35866465666667,-71.09419410666666,-21.596,2,1
1573567279.7327764,42.358667186666665,-71.09419267,-21.836,0,1
1573567279.9049096,42.35867043333333,-71.09419082,-22.171,2,1
1573567280.108122,42.35867306,-71.09418947666667,-22.157999999999998,2,1
1573567280.3204198,42.358675125,-71.094188455,-22.088,2,1
1573567280.5124166,42.358677566666664,-71.09418715833333,-22.113999999999997,2,1
1573567280.714345,42.358679395,-71.09418635,-22.110999999999997,2,1
1573567280.9064434,42.35868193833333,-71.09418528166667,-22.148,2,1
1573567281.1085818,42.35868453333333,-71.09418409166666,-22.230999999999998,2,1
1573567281.3106575,42.358686975,-71.09418344,-22.198999999999998,2,1
1573567281.502657,42.358688748333336,-71.094183725,-22.179,2,1
1573567281.7149518,42.358690965,-71.09418222333333,-22.176,2,1
1573567281.9070919,42.35869322833334,-71.09418111,-22.267,2,1
1573567282.1095111,42.358696005,-71.09417977666666,-22.238999999999997,2,1
1573567282.3014112,42.358698301666664,-71.09417885333333,-22.183,2,1
1573567282.5035105,42.358700813333336,-71.09417835833334,-22.134999999999998,2,1
1573567282.7055929,42.358703285,-71.09417841166666,-22.146,2,1
1573567282.9077137,42.35870553666667,-71.094177255,-22.214,2,1
1573567283.1098528,42.35870763166667,-71.09417634666667,-22.104999999999997,2,1
1573567283.3120847,42.358710011666666,-71.09417537333333,-22.029,2,1
1573567283.5041196,42.358712493333336,-71.094174815,-22.061999999999998,2,1
1573567283.7061315,42.35871508,-71.09417321833334,-22.069,2,1
1573567283.9083192,42.358717293333335,-71.09417151833334,-22.025,2,1
1573567284.1309261,42.35871924,-71.09417071,-21.945999999999998,2,1
1573567284.3068094,42.35872203,-71.09416948166667,-22.008,2,1
1573567284.5088916,42.35872423166666,-71.09416862,-21.913,2,1
1573567284.7008605,42.35872648,-71.09416817833333,-21.819,2,1
1573567284.90287,42.358728623333334,-71.09416774166667,-21.750999999999998,2,1
1573567285.096899,42.35873091,-71.09416737166667,-21.828,2,1
1573567285.2990801,42.35873377,-71.09416737166667,-21.933,2,1
1573567285.501224,42.358736345,-71.094166715,-21.906,2,1
1573567285.7134502,42.35873899166667,-71.09416597166667,-21.951999999999998,2,1
1573567285.915422,42.35874111166667,-71.09416509833333,-21.807,2,1
1573567286.117477,42.35874320333333,-71.09416429,-21.726,0,1
1573567286.2993262,42.35874542333333,-71.094162875,-21.698,2,1
1573567286.5115454,42.35874796,-71.09415824333334,-21.706,2,1
1573567286.7027607,42.358750655,-71.09415473333334,-21.674999999999997,2,1
1573567286.9047146,42.358752538333334,-71.09415872333334,-21.762999999999998,2,1
1573567287.0965755,42.358754641666664,-71.09415781333334,-21.655,2,1
1573567287.3088481,42.35875692333333,-71.09415657666666,-21.671,2,1
1573567287.5009139,42.35875931166667,-71.09415574666667,-21.752,2,1
1573567287.7030487,42.35876166333333,-71.09415555333334,-21.637999999999998,2,1
1573567287.9051528,42.358764095,-71.09415639,-21.493,2,1
1573567288.1071873,42.35876604833334,-71.09415376333334,-21.531,2,1
1573567288.30931,42.35876802333333,-71.094151385,-21.627,2,1
1573567288.5012815,42.35876994666667,-71.094149675,-21.612,2,1
1573567288.7032752,42.358771735,-71.09414774833333,-21.566,2,1
1573567288.9052038,42.358773586666665,-71.09414580333333,-21.532999999999998,2,1
1573567289.1074123,42.358775226666666,-71.09414382,-21.451999999999998,2,1
1573567289.2994459,42.35877603833333,-71.09414145833334,-21.255,2,1
1573567289.5117416,42.35877721666667,-71.094139865,-21.217,2,1
1573567289.723979,42.35877897666667,-71.09413874,-21.218999999999998,2,1
1573567289.8956413,42.358779981666665,-71.09413383666667,-21.262,2,1
1573567290.1079683,42.358781093333334,-71.09413016333333,-21.24,2,1
1573567290.3101618,42.35878198166667,-71.09412692333333,-21.302,2,1
1573567290.5122316,42.35878289666667,-71.09412457333333,-21.378,2,1
1573567290.694266,42.358783548333335,-71.09412095666667,-21.448999999999998,2,1
1573567290.9066398,42.358784281666665,-71.09411591833333,-21.467,2,1
1573567291.098637,42.35878496666667,-71.09411223166667,-21.476,2,1
1573567291.3007028,42.35878597166667,-71.09410984333333,-21.588,2,1
1573567291.5028408,42.358786735,-71.09410701166667,-21.641,2,1
1573567291.7048023,42.358787256666666,-71.09410344333334,-21.790999999999997,2,1
1573567291.9068053,42.35878801,-71.09410010666667,-21.762,2,1
1573567292.0988185,42.358788481666664,-71.09409612333333,-21.714,2,1
1573567292.300912,42.358789091666665,-71.09409215333334,-21.634999999999998,2,1
1573567292.502997,42.35878937333333,-71.09409174833333,-21.673,2,1
1573567292.7049742,42.35878956,-71.09408998333333,-21.657999999999998,0,1
1573567292.9071805,42.358790383333336,-71.09408569833333,-21.704,2,1
1573567293.1091824,42.358790731666666,-71.09408365833333,-21.624,2,1
1573567293.325858,42.35879139666667,-71.09408070166667,-21.641,0,1
1573567293.498013,42.35879082666667,-71.09407891666666,-21.56,2,1
1573567293.7101796,42.35879100166667,-71.09407574666666,-21.54,2,1
1573567293.9328382,42.358790775,-71.09407260166667,-21.494999999999997,0,1
1573567294.1057801,42.358790918333334,-71.09406902833334,-21.604,2,1
1573567294.3078408,42.358790815,-71.09406595333333,-21.706,0,1
1573567294.4997406,42.358791231666665,-71.09406257833334,-21.599999999999998,2,1
1573567294.7017968,42.35879107833333,-71.094059645,-21.583,0,1
1573567294.934237,42.35879061833333,-71.09405676833333,-21.573,0,1
1573567295.10587,42.358790655,-71.09405350833333,-21.526,0,1
1573567295.2978537,42.35879084166667,-71.09405049166666,-21.502,2,1
1573567295.5100734,42.35879190333333,-71.09404717666666,-21.518,2,1
1573567295.74244,42.35879313666667,-71.09404343666667,-21.532999999999998,2,1
1573567295.9343138,42.358794741666664,-71.09403958,-21.519,2,1
1573567296.106091,42.35879428,-71.09403871833334,-21.389,2,1
1573567296.3081756,42.35879489333333,-71.09403595333333,-21.423,2,1
1573567296.500121,42.358795585,-71.09403317666667,-21.174999999999997,2,1
1573567296.712166,42.358795971666666,-71.094031305,-21.189999999999998,2,1
1573567296.8939416,42.35879656,-71.09402944166666,-21.160999999999998,2,1
1573567297.1059778,42.35879718333333,-71.09402779,-21.107999999999997,2,1
1573567297.3081458,42.358799381666664,-71.094024355,-21.201,2,1
1573567297.5001535,42.35880082,-71.09402101333333,-21.189999999999998,2,1
1573567297.7022321,42.35880231833333,-71.09401821833333,-21.107,2,1
1573567297.924564,42.35880378666667,-71.09401552,-21.095,0,1
1573567298.1064944,42.358807255,-71.09401284666667,-21.296,0,1
1573567298.2985096,42.35880739833333,-71.09400960333333,-21.096999999999998,2,1
1573567298.5105674,42.358809601666664,-71.09400632166667,-21.154,2,1
1573567298.7427502,42.358811476666666,-71.09400363666667,-21.127,2,1
1573567298.9348044,42.35881294833333,-71.094001715,-21.058,0,1
1573567299.1268325,42.35881465666667,-71.09400029333334,-21.009,0,1
1573567299.3288448,42.35881503666667,-71.09399808333333,-21.057,0,1
1573567299.5006473,42.35881663,-71.09399461333334,-21.096,2,1
1573567299.7229064,42.35881774333333,-71.09399199166667,-21.174,0,1
1573567299.9148014,42.358818506666665,-71.09398792,-21.21,0,1
1573567300.1167502,42.35881807166667,-71.093986595,-20.708,2,1
1573567300.31896,42.35881736,-71.09398388833333,-20.131999999999998,2,1
1573567300.5110705,42.358822,-71.09398065,-21.174,2,1
1573567300.6931338,42.358821508333335,-71.093978775,-20.942,2,1
1573567300.9295835,42.358821993333336,-71.09397467166667,-21.028,2,1
1573567301.1218896,42.35882326833333,-71.09396988166667,-21.27,0,1
1573567301.3252835,42.35882426166667,-71.09396476,-21.660999999999998,0,1
1573567301.527415,42.35882769,-71.09396735833333,-20.991999999999997,0,1
1573567301.7092404,42.35882864166667,-71.09396529166666,-21.024,2,1
1573567301.9012103,42.35882847,-71.09396222833334,-20.459,2,1
1573567302.1236475,42.358830041666664,-71.093959875,-20.332,0,1
1573567302.305482,42.358831998333336,-71.09395723666667,-20.137999999999998,2,1
1573567302.4973905,42.35883281833333,-71.09395205166666,-20.747999999999998,2,1
1573567302.719861,42.35883360166667,-71.093950465,-20.478,0,1
1573567302.9119182,42.358834855,-71.09394743,-20.473,0,1
1573567303.093639,42.358836098333335,-71.09394561666667,-20.509,2,1
1573567303.325912,42.35883775833334,-71.09394325333334,-20.607999999999997,0,1
1573567303.5178971,42.358839061666664,-71.09394128666666,-20.711,0,1
1573567303.730086,42.358840416666666,-71.09393944333333,-20.782999999999998,0,1
1573567303.9219418,42.35884179166667,-71.093938055,-20.823,2,1
1573567304.1136115,42.358843095,-71.09393665666667,-20.929,0,1
1573567304.3258355,42.35884472,-71.09393536166667,-21.002,0,1
1573567304.5279531,42.35884656166667,-71.093934075,-21.102999999999998,0,1
1573567304.709866,42.35885017,-71.09393615166667,-21.39,2,1
1573567304.9017339,42.35885786,-71.09394107833333,-22.694,2,1
1573567305.1038244,42.358845796666664,-71.09392328,-20.619,2,1
1573567305.3362036,42.3588458,-71.09391976666667,-20.578,0,1
1573567305.528283,42.358845808333335,-71.09391739166666,-20.296999999999997,0,1
1573567305.7202811,42.35884875166666,-71.09391878,-20.517,0,1
1573567305.9222956,42.35884967166667,-71.09391732166667,-20.542,0,1
1573567306.1242952,42.358849515,-71.09391458833333,-20.427,0,1
1573567306.3262646,42.35884851666667,-71.09391126333334,-20.259999999999998,0,1
1573567306.5283008,42.35884727333333,-71.09390785166667,-20.085,0,1
1573567306.7202375,42.358846293333336,-71.09390511333334,-19.932,0,1
1573567306.922394,42.358843893333336,-71.09390093166667,-19.326,0,1
1573567307.1042995,42.358845841666664,-71.09389870166666,-19.787999999999997,2,1
1573567307.2962508,42.35884956833333,-71.09389331333334,-21.043999999999997,2,1
1573567307.498468,42.358850333333336,-71.093890345,-21.458,2,1
1573567307.7308228,42.358850311666664,-71.09388744833333,-21.459,0,1
1573567307.9025013,42.35885179666667,-71.09388353,-21.814,2,1
1573567308.1046987,42.35885210833333,-71.09388058166667,-21.741999999999997,0,1
1573567308.3168285,42.35885219,-71.09387822,-21.56,0,1
1573567308.5189035,42.35885232166667,-71.09387619833333,-21.32,0,1
1573567308.7210789,42.358850213333334,-71.09387441,-21.087,0,1
1573567308.9029346,42.35884954666667,-71.09387335166667,-20.814,0,1
1573567309.1049013,42.35884859833333,-71.09387371333334,-20.287999999999997,2,1
1573567309.306853,42.358850735,-71.09386520666666,-21.407999999999998,2,1
1573567309.4987736,42.35884994166667,-71.09386229666667,-21.227999999999998,2,1
1573567309.7009816,42.35884916333333,-71.093858335,-21.288999999999998,2,1
1573567309.933247,42.358848638333335,-71.09385456833333,-21.34,0,1
1573567310.1049328,42.35884814333333,-71.09385125666667,-21.168,2,1
1573567310.3068724,42.358846916666664,-71.09384799833333,-20.893,2,1
1573567310.508982,42.358844893333334,-71.09384354333334,-20.464,2,1
1573567310.700918,42.358844865,-71.09384058166667,-20.454,2,1
1573567310.933328,42.35884462333333,-71.093837915,-20.304,0,1
1573567311.1354053,42.35884291,-71.09383498833333,-20.186999999999998,0,1
1573567311.3067746,42.358841928333334,-71.09383242,-20.061999999999998,0,1
1573567311.5088093,42.35884107333333,-71.09382868833333,-19.947,0,1
1573567311.7008448,42.358840298333334,-71.09382823166666,-20.014,2,1
1573567311.9532325,42.35884003,-71.09382443666667,-21.09,2,1
1573567312.1048315,42.358838891666664,-71.09382291166666,-20.552,0,1
1573567312.3068967,42.35883733,-71.09381869833334,-20.528,0,1
1573567312.4987257,42.35883590833333,-71.09381638,-20.392,0,1
1573567312.7106571,42.35883318333333,-71.09381178,-20.113,2,1
1573567312.9026322,42.358831853333335,-71.09380998666667,-19.625,2,1
1573567313.1252124,42.35883091666667,-71.09380730833334,-19.569,0,1
1573567313.306999,42.35882965166667,-71.09380303333333,-19.604999999999997,2,1
1573567313.509143,42.35882677,-71.09379905833333,-19.503,2,1
1573567313.6951494,42.35882578333333,-71.09379638666667,-19.314,2,1
1573567313.8972046,42.35882449333333,-71.09379269,-19.182,2,1
1573567314.1298018,42.35882356333333,-71.09378968333333,-19.153999999999996,0,1
1573567314.3243458,42.358822636666666,-71.09378620166666,-18.987,0,1
1573567314.496062,42.35882150166667,-71.093782905,-18.982,0,1
1573567314.6982675,42.358824725,-71.09377926666667,-20.057,2,1
1573567314.9004889,42.358824055,-71.09377442666667,-20.366,2,1
1573567315.1027014,42.35882290666667,-71.09377192,-20.384,2,1
1573567315.3048623,42.35882298333333,-71.09376969166667,-20.921,0,1
1573567315.4967465,42.358821875,-71.09376658666666,-21.163999999999998,2,1
1573567315.698901,42.35881453,-71.09376802666667,-19.250999999999998,2,1
1573567315.9010646,42.35881096333333,-71.09376743666667,-18.391,2,1
1573567316.1033723,42.35881075,-71.09376567666666,-18.519,2,1
1573567316.2952573,42.35881001833334,-71.09376348166667,-18.723999999999997,2,1
1573567316.5276263,42.35880868833333,-71.09375900666667,-18.793,0,1
1573567316.7093189,42.35880903166667,-71.09375583333333,-19.095,2,1
1573567316.9010494,42.358809793333336,-71.09375107666666,-19.503,2,1
1573567317.1130476,42.358810055,-71.09374780666667,-19.793,2,1
1573567317.305002,42.358809645,-71.09374614833334,-19.993,2,1
1573567317.5070393,42.35880929166667,-71.09374347666666,-20.02,2,1
1573567317.6989164,42.358808741666664,-71.093741315,-20.094,2,1
